Title	Chapters	Department	Course Title
Faulkner's As I Lay Dying	Chapter 3: The Great Depression and Poor Whites 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying	Chapter 4: Bakhtin and the Social Dialects of the Novel 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying	 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying	Chapter 6: The Speaking Voice and Moralism of Poor Whites 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying	Chapter 7: Dewey Dell’s Short Term Secret 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying	Chapter 7: Darl, Jewel, and Dewey Dell’s Deep Rooted Secret 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying	Chapter 8: Dewey Dell’s Portrait of Her Brothers 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying	Chapter 9: Vardaman and the Speech of Children 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part II	Chapter 1: Humans and Non-Humans 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part II	Chapter 2: The Epic Tradition and Homer’s Cyclops 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part II		American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part II		American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part II	Chapter 5:  Mules, epic and tragic  	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part II	Chapter 6: Poor Whites as Buzzards 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part II	Chapter 7: Jewel as Snake and Horse 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part II	Chapter 8: The Horse, the Snake, and Scattered Representation 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part II	Chapter 9: The Secretive Narrative of Jewel’s Horse 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part II	Chapter 10: The Epic Convention of Raising the Dead 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part III	and the American Tradition 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part III	 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part III	Chapter 3: The Comic Dimension of the Fish 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part III	 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part III	Chapter 5: Cash as a “Have Not” 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part III	Chapter 6: Anse as a “Have” 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part III	Chapter 7: Jewel’s Broken Kinship with Animals 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part III	Chapter 8: The Reconstitution of Kinship 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's As I Lay Dying, Part III	Chapter 9: Darl as a “Have Not” 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls	Chapter 1: Donne’s “For Whom the Bell Tolls” 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls	Chapter 2: Historical Context of the Spanish Civil War 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls	Chapter 3: Low Tech and High Tech War: Robert Capa’s Photographs 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls	Chapter 4: Voluntary versus Involuntary Associations 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls	Chapter 5: Seven-fold Permutation: Involuntary Foreigners 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls	Chapter 6: Linguistic Alienation for Involuntary Foreigners 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls	Chapter 7: Robert Jordan’s Place in the Community as an Involuntary Foreigner 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls	Chapter 8: Print Illiteracy for Involuntary Foreigners 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls	Chapter 9: Technological Illiteracy for Involuntary Foreigners 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls	Chapter 10: The Tomorrow of the Spanish 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part II	Chapter 1: Distant Home vs. On-Site Environment 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part II	Chapter 2: Paris as a Distant Home 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part II	Chapter 3: America as a Distant Home 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part II	Chapter 4: Gypsies and Moors in the On-Site Environment 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part II	Chapter 5: Lynching in the Distant Home 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part II	Chapter 6: Lynching and the Moors in the On-Site Environment 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part II	Chapter 7: Tragedy and Comedy in the Republican Misunderstanding 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part II	Chapter 8: The Civil War as a Distant Home 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part III	Chapter 1: The American Civil War as a Distant Home 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part III	Chapter 2: Hemingway’s Suicide 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part III	Chapter 3: Varieties of Dying: The Execution of the Fascists 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part III	Chapter 4: The Aesthetics of Killing 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part III	Chapter 5: Varieties of Not Dying: Bullfighter Finito 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part III	Chapter 6: Varieties of Death: The Tragic-Comic Smell of Death 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part III	Chapter 7: Varieties of Dying: The Tragic-Comic Rewriting of “The Earth Moved” 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part III	Chapter 8: Varieties of Dying: Robert’s Father as Cobarde 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part III	Chapter 9: Varieties of Not Dying: Pablo as Cobarde 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part IV	Chapter 1:  Women’s War 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part IV	Chapter 2: Symmetry of Brutality and Narration in Hemingway 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part IV	Chapter 3: The Dispossession of Rape 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part IV	Chapter 4: Dispossession for Robert 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part IV	Chapter 5: Robert as a “Have Not” 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part IV	Chapter 6: The Removal of Narrative from Robert Jordan 	American Studies	Hemingway, Fitzgerald, Faulkner
Hemingway's For Whom the Bell Tolls, Part IV	Chapter 7: Robert Jordan’s Repossession 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender Is the Night		American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender Is the Night	Chapter 2: The Influence of Hollywood on Fitzgerald’s Work 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender Is the Night		American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender Is the Night	Chapter 4: Switchability on the Micro Scale 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender Is the Night	Chapter 5: “Hard” and “Pitiful” 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender Is the Night	Chapter 6: Montage as a Narrative Technique 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender Is the Night	Chapter 7: The Superimposition of Love and War on a Macro Scale 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender Is the Night	Chapter 8: The Superimposition of Love and War on the Micro Scale 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender Is the Night	Chapter 9: A Cinematic Rendition of Murder 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender is the Night, Part II	Chapter 1: The Biography of F. Scott Fitzgerald and Zelda Sayer 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender is the Night, Part II		American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender is the Night, Part II	Chapter 3: Rosemary and Dick as Actors 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender is the Night, Part II	Chapter 4: The Close-Up as a Narrative Technique 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender is the Night, Part II	Chapter 5: Cross-Cutting as a Narrative Technique 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender is the Night, Part II	Chapter 6: Racialization in Fitzgerald 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender is the Night, Part II	Chapter 7: Cross-Cutting to Nicole’s Judgment of Dick 	American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender is the Night, Part II		American Studies	Hemingway, Fitzgerald, Faulkner
Fitzgerald's Tender is the Night, Part II	Chapter 9: The Intrusion of World War I into Marriage 	American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's Light in August		American Studies	Hemingway, Fitzgerald, Faulkner
Faulkner's Light in August	Chapter 2: Updating the Story of the Unwed Mother as Comedy 	American Studies	Hemingway, Fitzgerald, Faulkner
